Activity,Activity Type,Economy,Economy Name,Economy_List,Economy_Single,Engagement,Engagement ID,Engagement ID_List,Engagement_ID_Single,Fiscal Year,Last Updated,Organization Type,Title,Workshop_List,Workshop_Single,Workstream,Workstream Name,Workstream_List,Workstream_Single
"['recBv3srg4hSTNsTM', 'recr14GoTC2U3qaxP', 'recMdbq0IDZz3CmL4', 'recvSSHevvWPPiWik']","['Policy Dialogue', 'Policy Dialogue', 'Technical Workshop', 'Technical Report']",['reci4ErOAxmFqyIcC'],['Other'],,,"['recEQoIBeNaGiEj6E', 'recFP7aVLHJqg8tD3', 'recz5Z5ye4y7sFYGo']","['recEQoIBeNaGiEj6E', 'recFP7aVLHJqg8tD3', 'recz5Z5ye4y7sFYGo']",recEQoIBeNaGiEj6E|recFP7aVLHJqg8tD3|recz5Z5ye4y7sFYGo,recz5Z5ye4y7sFYGo,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Private Sector,Access Partnership,2025 Digital Trade Policy Dialogue|2026 Digital Trade Policy Dialogue|APEC Workshop: Strengthening ICT Resilience with Low Earth Orbit Satellites,2026 Digital Trade Policy Dialogue,"['rece5twihWGNiY0bI', 'recMYlDQrEsskrAA7']","['Digital Trade', 'ICT Resilience']",Digital Trade|ICT Resilience,ICT Resilience
"['recBv3srg4hSTNsTM', 'recr14GoTC2U3qaxP', 'recMdbq0IDZz3CmL4', 'recvSSHevvWPPiWik']","['Policy Dialogue', 'Policy Dialogue', 'Technical Workshop', 'Technical Report']",['reci4ErOAxmFqyIcC'],['Other'],,,"['recEQoIBeNaGiEj6E', 'recFP7aVLHJqg8tD3', 'recz5Z5ye4y7sFYGo']","['recEQoIBeNaGiEj6E', 'recFP7aVLHJqg8tD3', 'recz5Z5ye4y7sFYGo']",recEQoIBeNaGiEj6E|recFP7aVLHJqg8tD3|recz5Z5ye4y7sFYGo,recEQoIBeNaGiEj6E,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Private Sector,Access Partnership,2025 Digital Trade Policy Dialogue|2026 Digital Trade Policy Dialogue|APEC Workshop: Strengthening ICT Resilience with Low Earth Orbit Satellites,APEC Workshop: Strengthening ICT Resilience with Low Earth Orbit Satellites,"['rece5twihWGNiY0bI', 'recMYlDQrEsskrAA7']","['Digital Trade', 'ICT Resilience']",Digital Trade|ICT Resilience,ICT Resilience
"['recBv3srg4hSTNsTM', 'recr14GoTC2U3qaxP', 'recMdbq0IDZz3CmL4', 'recvSSHevvWPPiWik']","['Policy Dialogue', 'Policy Dialogue', 'Technical Workshop', 'Technical Report']",['reci4ErOAxmFqyIcC'],['Other'],,,"['recEQoIBeNaGiEj6E', 'recFP7aVLHJqg8tD3', 'recz5Z5ye4y7sFYGo']","['recEQoIBeNaGiEj6E', 'recFP7aVLHJqg8tD3', 'recz5Z5ye4y7sFYGo']",recEQoIBeNaGiEj6E|recFP7aVLHJqg8tD3|recz5Z5ye4y7sFYGo,recFP7aVLHJqg8tD3,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Private Sector,Access Partnership,2025 Digital Trade Policy Dialogue|2026 Digital Trade Policy Dialogue|APEC Workshop: Strengthening ICT Resilience with Low Earth Orbit Satellites,APEC Workshop: Strengthening ICT Resilience with Low Earth Orbit Satellites,"['rece5twihWGNiY0bI', 'recMYlDQrEsskrAA7']","['Digital Trade', 'ICT Resilience']",Digital Trade|ICT Resilience,ICT Resilience
"['recBv3srg4hSTNsTM', 'recr14GoTC2U3qaxP', 'recMdbq0IDZz3CmL4', 'recvSSHevvWPPiWik']","['Policy Dialogue', 'Policy Dialogue', 'Technical Workshop', 'Technical Report']",['reci4ErOAxmFqyIcC'],['Other'],,,"['recEQoIBeNaGiEj6E', 'recFP7aVLHJqg8tD3', 'recz5Z5ye4y7sFYGo']","['recEQoIBeNaGiEj6E', 'recFP7aVLHJqg8tD3', 'recz5Z5ye4y7sFYGo']",recEQoIBeNaGiEj6E|recFP7aVLHJqg8tD3|recz5Z5ye4y7sFYGo,recz5Z5ye4y7sFYGo,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Private Sector,Access Partnership,2025 Digital Trade Policy Dialogue|2026 Digital Trade Policy Dialogue|APEC Workshop: Strengthening ICT Resilience with Low Earth Orbit Satellites,APEC Workshop: Strengthening ICT Resilience with Low Earth Orbit Satellites,"['rece5twihWGNiY0bI', 'recMYlDQrEsskrAA7']","['Digital Trade', 'ICT Resilience']",Digital Trade|ICT Resilience,ICT Resilience
['recBv3srg4hSTNsTM'],['Policy Dialogue'],['recpZloXb0mHklgbP'],['U.S.'],,,['recEQoIBeNaGiEj6E'],['recEQoIBeNaGiEj6E'],recEQoIBeNaGiEj6E,recEQoIBeNaGiEj6E,['FY25'],2026-09-05T11:01:51.395982,Non-Profit,ACT | The App Association,2025 Digital Trade Policy Dialogue,2025 Digital Trade Policy Dialogue,['rece5twihWGNiY0bI'],['Digital Trade'],Digital Trade,Digital Trade
"['recAmX8qBqphd5HKF', 'recNnbymeLqeSxgZw']","['Technical Workshop', 'Technical Workshop']",['recpZloXb0mHklgbP'],['U.S.'],,,"['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']","['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']",recjbjufeRVc2tKAJ|recOnf2sxH7keZrHn,recjbjufeRVc2tKAJ,['FY25'],2026-09-05T11:01:51.395982,Private Sector,Akin Gump Strauss Hauer & Feld LLP,APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC Workshop on Advancing the FTAAP: Issues Related to Rules of Origin,APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs,"['recqvqMEpTfZTKevx', 'reckuD4pDTWtZesJN']","['TBT', 'ROO']",TBT|ROO,TBT
"['recAmX8qBqphd5HKF', 'recNnbymeLqeSxgZw']","['Technical Workshop', 'Technical Workshop']",['recpZloXb0mHklgbP'],['U.S.'],,,"['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']","['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']",recjbjufeRVc2tKAJ|recOnf2sxH7keZrHn,recOnf2sxH7keZrHn,['FY25'],2026-09-05T11:01:51.395982,Private Sector,Akin Gump Strauss Hauer & Feld LLP,APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC Workshop on Advancing the FTAAP: Issues Related to Rules of Origin,APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs,"['recqvqMEpTfZTKevx', 'reckuD4pDTWtZesJN']","['TBT', 'ROO']",TBT|ROO,TBT
"['recAmX8qBqphd5HKF', 'recNnbymeLqeSxgZw']","['Technical Workshop', 'Technical Workshop']",['recpZloXb0mHklgbP'],['U.S.'],,,"['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']","['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']",recjbjufeRVc2tKAJ|recOnf2sxH7keZrHn,recjbjufeRVc2tKAJ,['FY25'],2026-09-05T11:01:51.395982,Private Sector,Akin Gump Strauss Hauer & Feld LLP,APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC Workshop on Advancing the FTAAP: Issues Related to Rules of Origin,APEC Workshop on Advancing the FTAAP: Issues Related to Rules of Origin,"['recqvqMEpTfZTKevx', 'reckuD4pDTWtZesJN']","['TBT', 'ROO']",TBT|ROO,TBT
"['recAmX8qBqphd5HKF', 'recNnbymeLqeSxgZw']","['Technical Workshop', 'Technical Workshop']",['recpZloXb0mHklgbP'],['U.S.'],,,"['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']","['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']",recjbjufeRVc2tKAJ|recOnf2sxH7keZrHn,recOnf2sxH7keZrHn,['FY25'],2026-09-05T11:01:51.395982,Private Sector,Akin Gump Strauss Hauer & Feld LLP,APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC Workshop on Advancing the FTAAP: Issues Related to Rules of Origin,APEC Workshop on Advancing the FTAAP: Issues Related to Rules of Origin,"['recqvqMEpTfZTKevx', 'reckuD4pDTWtZesJN']","['TBT', 'ROO']",TBT|ROO,TBT
"['recAmX8qBqphd5HKF', 'recNnbymeLqeSxgZw']","['Technical Workshop', 'Technical Workshop']",['recpZloXb0mHklgbP'],['U.S.'],,,"['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']","['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']",recjbjufeRVc2tKAJ|recOnf2sxH7keZrHn,recjbjufeRVc2tKAJ,['FY25'],2026-09-05T11:01:51.395982,Private Sector,Akin Gump Strauss Hauer & Feld LLP,APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC Workshop on Advancing the FTAAP: Issues Related to Rules of Origin,APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs,"['recqvqMEpTfZTKevx', 'reckuD4pDTWtZesJN']","['TBT', 'ROO']",TBT|ROO,ROO
"['recAmX8qBqphd5HKF', 'recNnbymeLqeSxgZw']","['Technical Workshop', 'Technical Workshop']",['recpZloXb0mHklgbP'],['U.S.'],,,"['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']","['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']",recjbjufeRVc2tKAJ|recOnf2sxH7keZrHn,recOnf2sxH7keZrHn,['FY25'],2026-09-05T11:01:51.395982,Private Sector,Akin Gump Strauss Hauer & Feld LLP,APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC Workshop on Advancing the FTAAP: Issues Related to Rules of Origin,APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs,"['recqvqMEpTfZTKevx', 'reckuD4pDTWtZesJN']","['TBT', 'ROO']",TBT|ROO,ROO
"['recAmX8qBqphd5HKF', 'recNnbymeLqeSxgZw']","['Technical Workshop', 'Technical Workshop']",['recpZloXb0mHklgbP'],['U.S.'],,,"['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']","['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']",recjbjufeRVc2tKAJ|recOnf2sxH7keZrHn,recjbjufeRVc2tKAJ,['FY25'],2026-09-05T11:01:51.395982,Private Sector,Akin Gump Strauss Hauer & Feld LLP,APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC Workshop on Advancing the FTAAP: Issues Related to Rules of Origin,APEC Workshop on Advancing the FTAAP: Issues Related to Rules of Origin,"['recqvqMEpTfZTKevx', 'reckuD4pDTWtZesJN']","['TBT', 'ROO']",TBT|ROO,ROO
"['recAmX8qBqphd5HKF', 'recNnbymeLqeSxgZw']","['Technical Workshop', 'Technical Workshop']",['recpZloXb0mHklgbP'],['U.S.'],,,"['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']","['recjbjufeRVc2tKAJ', 'recOnf2sxH7keZrHn']",recjbjufeRVc2tKAJ|recOnf2sxH7keZrHn,recOnf2sxH7keZrHn,['FY25'],2026-09-05T11:01:51.395982,Private Sector,Akin Gump Strauss Hauer & Feld LLP,APEC Workshop on Technical Barriers to Trade: Recent Trends in FTAs|APEC Workshop on Advancing the FTAAP: Issues Related to Rules of Origin,APEC Workshop on Advancing the FTAAP: Issues Related to Rules of Origin,"['recqvqMEpTfZTKevx', 'reckuD4pDTWtZesJN']","['TBT', 'ROO']",TBT|ROO,ROO
['recW5K16dyUmzfT1j'],['Technical Workshop'],['recpZloXb0mHklgbP'],['U.S.'],,,['recQoTkPnh6noK03j'],['recQoTkPnh6noK03j'],recQoTkPnh6noK03j,recQoTkPnh6noK03j,['FY26'],2026-09-05T11:01:51.395982,Think Tank,Allen Institute for AI,OFWG Workshop on Launch for Ocean Tech Solutions,OFWG Workshop on Launch for Ocean Tech Solutions,['recIVktq3nG9uTEGb'],['Ocean Tech'],Ocean Tech,Ocean Tech
"['recsK16dsYQ6zdiIK', 'rec7QI7eqxDasD9ri', 'recMdbq0IDZz3CmL4']","['Technical Workshop', 'Policy Dialogue', 'Technical Workshop']",['recpZloXb0mHklgbP'],['U.S.'],,,"['recuPTF8nuXgFqIX5', 'recqu5zwikr83XTIf', 'recz5Z5ye4y7sFYGo']","['recuPTF8nuXgFqIX5', 'recqu5zwikr83XTIf', 'recz5Z5ye4y7sFYGo']",recuPTF8nuXgFqIX5|recqu5zwikr83XTIf|recz5Z5ye4y7sFYGo,recuPTF8nuXgFqIX5,"['FY25', 'FY26']",2026-09-05T11:01:51.395982,Private Sector,Amazon,Workshop on Advancing Cloud Transformation|APEC 18th GRP Conference|APEC Workshop: Strengthening ICT Resilience with Low Earth Orbit Satellites,Workshop on Advancing Cloud Transformation,"['rec8X4hhBa5cOnk18', 'recXoua58VswegNYn', 'recMYlDQrEsskrAA7']","['Cloud & AI Adoption', 'GRP', 'ICT Resilience']",Cloud & AI Adoption|GRP|ICT Resilience,Cloud & AI Adoption
